fips_code,population
48501,
48501,8286
48503,
48503,18350
48505,
48505,14319
48507,
48507,12267
49000,
49001,6461
49001,
49003,51518
49003,
49005,
49005,118343
49007,20660
49007,
49009,1117
49009,
49011,
49011,329692
49013,20380
49013,
49015,
49015,10631
49017,
49017,5024
49019,
49019,9429
49021,
49021,47269
49023,
49023,10486
49025,7254
49025,
49027,
49027,12606
49029,
49029,10608
49031,1484
49031,
49033,
49033,2293
49035,
49035,1091742
49037,15251
49037,
49039,28477
49039,
49041,20773
49041,
49043,39105
49043,
49045,61598
49045,
49047,36867
49047,
49049,
49049,560974
49051,27714
49051,
49053,151948
49053,
49055,2723
49055,
49057,
49057,240475
50000,
50001,37009
50001,
50003,36445
50003,
50005,30981
50005,
50007,
50007,160531
50009,
50009,6125
50011,48642
50011,
50013,
50013,6994
50015,
50015,25082
50017,
50017,28859
50019,
50019,27082
50021,60086
50021,
50023,
50023,58998
50025,43714
50025,
50027,56014
50027,
51000,
51001,
51001,33021
51003,104489
51003,
51005,
51005,15820
51007,12855
51007,
51009,32041
51009,
51011,
51011,15279
51013,
51013,226908
51015,
51015,73862
51017,
51017,4563
51019,76583
51019,
51021,
51021,6625
51023,33100
51023,
51025,16498
51025,
51027,23106
51027,
51029,16913
51029,
51031,54885
51031,
51033,
51033,29778
51035,
51035,29621
51036,7023
51036,
51037,
51037,12225
51041,332499
51041,
51043,
51043,14423
51045,
51045,5234
51047,
51047,49166
51049,9827
51049,
51051,
51051,15308
51053,
51053,27859
51057,
51057,11103
51059,1137538
51059,
51061,
51061,68248
51063,
51063,15578
51065,
51065,26092
51067,
51067,56358
51069,
51069,82377
51071,
51071,16815
51073,
51073,37141
51075,21936
51075,
51077,15093
51077,
51079,19031
51079,
51081,11681
51081,
51083,35200
51083,
51085,101918
51085,
51087,321924
51087,
51089,
51089,52081
51091,
51091,2248
51093,
51093,36007
51095,72583
51095,
51097,
51097,7175
51099,
51099,25371
51101,
51101,16186
51103,
51103,11044
51105,
51105,24951
51107,363050
51107,
51109,34348
51109,
51111,12466
51111,
51113,
51113,13157
51115,
51115,8836
51117,
51117,31192
51119,10696
51119,
51121,97244
51121,
51125,14850
51125,
51127,
51127,20021
51131,
51131,12121
51133,
51133,12251
51135,
51135,15579
51137,
51137,35026
51139,23848
51139,
51141,
51141,18264
51143,62383
51143,
51145,28449
51145,
51147,23074
51147,
51149,
51149,37333
51153,446094
51153,
51155,34322
51155,
51157,
51157,7361
51159,
51159,8902
51161,
51161,93785
51163,
51163,22327
51165,
51165,78171
51167,
51167,28023
51169,22384
51169,
51171,
51171,43021
51173,
51173,31555
51175,18059
51175,
51177,
51177,129188
51179,139992
51179,
51181,
51181,6790
51183,11767
51183,
51185,43452
51185,
51187,
51187,38987
51191,54729
51191,
51193,17477
51193,
51195,39935
51195,
51197,29121
51197,
51199,66342
51199,
51510,150575
51510,
51515,
51520,17184
51520,
51530,6603
51530,
51540,45593
51540,
51550,233371
51550,
51560,
51570,
51570,17731
51580,
51580,5802
51590,
51590,42444
51595,5462
51595,
51600,24483
51600,
51610,13601
51610,
51620,8526
51620,
51630,28350
51630,
51640,
51640,7014
51650,136879
51650,
51660,
51660,52478
51670,22196
51670,
51678,
51678,7311
51680,79047
51680,
51683,
51683,42081
51685,
51685,15174
51690,13711
51690,
51700,182965
51700,
51710,
51710,245428
51720,
51720,4031
51730,
51730,32701
51735,
51735,12048
51740,96004
51740,
51750,17646
51750,
51760,
51760,217853
51770,99428
51770,
51775,25483
51775,
51780,
51790,
51790,24538
51800,86806
51800,
51810,450980
51810,
51820,
51820,21366
51830,
51830,14691
51840,
51840,27543
53000,
53001,
53001,19179
53003,22189
53003,
53005,
53005,186486
53007,74588
53007,
53009,72715
53009,
53011,
53011,451008
53013,
53013,3985
53015,102133
53015,
53017,
53017,39804
53019,
53019,7667
53021,87809
53021,
53023,
53023,2215
53025,
53025,93147
53027,
53027,70818
53029,79275
53029,
53031,30228
53031,
53033,
53033,2079967
53035,254183
53035,
53037,
53037,42522
53039,
53039,20861
53041,75128
53041,
53043,
53043,10250
53045,
53045,60711
53047,
53047,41290
53049,20561
53049,
53051,
53051,12985
53053,
53053,831928
53055,16015
53055,
53057,120365
53057,
53059,11340
53059,
53061,
53061,759583
53063,484318
53063,
53065,
53065,43650
53067,265851
53067,
53069,4067
53069,
53071,59844
53071,
53073,208351
53073,
53075,46827
53075,
53077,247687
53077,
54000,
54001,
54001,16766
54003,
54003,110497
54005,23714
54005,
54007,
54007,14463
54009,
54009,23530
54011,97109
54011,
54013,
54013,7513
54015,8941
54015,
54017,
54017,8391
54019,
54019,45132
54021,8618
54021,
54023,
54023,11687
54025,35450
54025,
54027,
54027,23483
54029,
54029,30112
54031,
54031,13923
54033,68761
54033,
54035,
54035,29126
54037,
54037,55713
54039,
54039,190223
54041,
54041,16414
54043,
54043,21561
54045,
54045,35348
54047,
54047,20448
54049,
54049,56803
54051,
54051,32416
54053,
54053,27016
54055,61785
54055,
54057,
54057,27578
54059,25716
54059,
54061,103463
54061,
54063,
54063,13582
54065,17453
54065,
54067,
54067,25827
54069,43328
54069,
54071,7371
54071,
54073,
54073,7634
54075,
54075,8662
54077,33788
54077,
54079,56770
54079,
54081,
54081,78241
54083,29429
54083,
54085,10011
54085,
54087,
54087,14664
54089,
54089,13417
54091,17069
54091,
54093,
54093,6927
54095,9098
54095,
54097,
54097,24731
54099,41122
54099,
54101,
54101,8834
54103,
54103,15988
54105,
54105,5845
54107,86237
54107,
54109,
54109,22598
55000,
55001,20215
55001,
55003,
55003,16103
55005,
55005,45455
55007,14985
55007,
55009,256670
55009,
55011,
55011,13188
55013,
55013,15328
55015,49491
55015,
55017,
55017,63460
55019,
55019,34423
55021,
55021,56615
55023,16392
55023,
55025,516284
55025,
55027,
55027,88574
55029,27766
55029,
55031,
55031,43698
55033,44305
55033,
55035,101564
55035,
55037,
55037,4481
55039,
55039,101759
55041,
55041,9127
55043,51829
55043,
55045,37063
55045,
55047,18836
55047,
55049,
55049,23825
55051,
55051,5917
55053,
55053,20652
55055,
55055,84395
55057,
55057,26395
55059,
55059,168068
55061,
55061,20444
55063,118011
55063,
55065,
55065,16853
55067,19410
55067,
55069,
55069,28493
55071,80160
55071,
55073,135780
55073,
55075,41298
55075,
55077,15050
55077,
55078,4522
55078,
55079,
55079,956406
55081,
55081,45379
55083,
55083,37417
55085,
55085,35563
55087,
55087,182006
55089,
55089,87470
55091,
55091,7335
55093,
55093,40958
55095,
55095,43437
55097,
55097,70482
55099,13675
55099,
55101,
55101,195163
55103,
55103,17662
55105,161188
55105,
55107,
55107,14333
55109,86759
55109,
55111,
55111,63379
55113,16437
55113,
55115,
55115,41579
55117,
55117,115290
55119,20540
55119,
55121,29509
55121,
55123,30362
55123,
55125,21398
55125,
55127,103527
55127,
55129,
55129,15694
55131,133251
55131,
55133,
55133,395118
55135,52066
55135,
55137,
55137,24178
55139,
55139,169511
55141,
55141,73608
56000,
56001,
56001,37811
56003,11930
56003,
56005,
56005,48320
56007,15854
56007,
56009,14097
56009,
56011,
56011,7248
56013,
56013,40703
56015,13514
56015,
56017,
56017,4816
56019,
56019,8573
56021,96389
56021,
56023,18567
56023,
56025,
56025,81624
56027,2463
56027,
56029,
56029,28989
56031,8799
56031,
56033,30032
56033,
56035,10057
56035,
56037,45010
56037,
56039,
56039,22930
56041,
56041,20904
56043,8322
56043,
56045,
56045,7201
